file_name,graph_label,total_nodes,total_edges,n_subject,n_fileobject,n_netflow,"E_('subject', 'events', 'fileobject')","E_('subject', 'events', 'netflow')","E_('subject', 'events', 'subject')","E_('fileobject', 'events', 'subject')","E_('netflow', 'events', 'subject')",window_id,start_ns,end_ns
ben__benign_000244.pt,0,7953,11443,2041,5762,150,7957,221,2507,739,19,benign_000244,1557452880000000236,1557453060000000236
ben__benign_000245.pt,0,11956,18521,3276,8550,130,13560,191,3384,1371,15,benign_000245,1557453780000000241,1557453960000000241
ben__benign_000246.pt,0,25795,33806,2530,23141,124,29232,164,3265,1133,12,benign_000246,1557454680000000246,1557454860000000246
ben__benign_000247.pt,0,11018,19024,2070,8757,191,15103,255,2790,859,17,benign_000247,1557455580000000251,1557455760000000251
ben__benign_000248.pt,0,18767,32056,5842,12772,153,24051,236,6298,1434,37,benign_000248,1557456480000000256,1557456660000000256
ben__benign_000249.pt,0,14656,25366,4091,10419,146,17573,218,6270,1263,42,benign_000249,1557457380000000261,1557457560000000261
ben__benign_000250.pt,0,21982,25660,2843,18959,180,19915,225,3474,2028,18,benign_000250,1557458280000000266,1557458460000000266
ben__benign_000251.pt,0,9888,18534,1235,8577,76,16066,123,1702,639,4,benign_000251,1557459180000000271,1557459360000000271
ben__benign_000252.pt,0,3967,6296,1043,2869,55,4628,76,1246,346,0,benign_000252,1557460080000000276,1557460260000000276
ben__benign_000253.pt,0,5423,8402,1708,3560,155,5618,183,2029,565,7,benign_000253,1557460980000000281,1557461160000000281
ben__benign_000254.pt,0,20141,24799,1699,18343,99,21918,135,2244,498,4,benign_000254,1557461880000000286,1557462060000000286
ben__benign_000255.pt,0,4242,6838,1124,2964,154,4658,210,1415,542,13,benign_000255,1557462780000000291,1557462960000000291
ben__benign_000256.pt,0,7961,13044,1158,6705,98,10844,160,1570,464,6,benign_000256,1557463680000000296,1557463860000000296
ben__benign_000257.pt,0,8606,16872,2111,6362,133,12223,185,3240,1219,5,benign_000257,1557464580000000301,1557464760000000301
ben__benign_000258.pt,0,18565,24645,1628,16841,96,21898,138,2177,429,3,benign_000258,1557465480000000306,1557465660000000306
ben__benign_000259.pt,0,4986,9039,1155,3778,53,6929,71,1577,461,1,benign_000259,1557466380000000311,1557466560000000311
ben__benign_000260.pt,0,12638,23033,5088,7469,81,12747,116,8171,1994,5,benign_000260,1557467280000000316,1557467460000000316
ben__benign_000261.pt,0,19629,34993,5104,14403,122,27854,205,5386,1540,8,benign_000261,1557468180000000321,1557468360000000321
ben__benign_000262.pt,0,20028,26723,2198,17697,133,22162,201,2938,1414,8,benign_000262,1557469080000000326,1557469260000000326
ben__benign_000263.pt,0,4238,6380,1055,3097,86,4688,97,1181,413,1,benign_000263,1557469980000000331,1557470160000000331
ben__benign_000264.pt,0,10751,23322,4876,5785,90,10264,150,8307,4587,14,benign_000264,1557470880000000336,1557471060000000336
ben__benign_000265.pt,0,4300,6398,1007,3224,69,4593,82,1200,523,0,benign_000265,1557471780000000341,1557471960000000341
ben__benign_000266.pt,0,15275,17045,1311,13859,105,15061,133,1504,339,8,benign_000266,1557472680000000346,1557472860000000346
ben__benign_000267.pt,0,5737,8133,1958,3709,70,5847,94,1800,388,4,benign_000267,1557473580000000351,1557473760000000351
ben__benign_000268.pt,0,3676,5659,933,2654,89,4134,130,1092,288,15,benign_000268,1557474480000000356,1557474660000000356
ben__benign_000269.pt,0,3671,5777,843,2773,55,4462,69,936,309,1,benign_000269,1557475380000000361,1557475560000000361
ben__benign_000270.pt,0,15271,17208,1375,13799,97,15211,122,1554,321,0,benign_000270,1557476280000000366,1557476460000000366
ben__benign_000271.pt,0,9698,18343,1494,8135,69,15574,93,2324,351,1,benign_000271,1557477180000000371,1557477360000000371
ben__benign_000272.pt,0,14317,24882,5461,8731,125,17749,189,5415,1511,18,benign_000272,1557478080000000376,1557478260000000376
ben__benign_000273.pt,0,6574,12663,1019,5502,53,10818,76,1371,398,0,benign_000273,1557478800000000380,1557478980000000380
ben__benign_000274.pt,0,3626,5424,925,2648,53,4009,73,981,360,1,benign_000274,1557479700000000385,1557479880000000385
ben__benign_000275.pt,0,8450,14462,3471,4855,124,8359,184,5230,678,11,benign_000275,1557480600000000390,1557480780000000390
ben__benign_000276.pt,0,5025,7110,1067,3860,98,4984,138,1312,674,2,benign_000276,1557481500000000395,1557481680000000395
ben__benign_000277.pt,0,4782,7675,1327,3377,78,5593,122,1512,446,2,benign_000277,1557482400000000400,1557482580000000400
ben__benign_000278.pt,0,4070,6458,1024,2989,57,4721,76,1196,461,4,benign_000278,1557483300000000405,1557483480000000405
ben__benign_000279.pt,0,4975,7427,1129,3793,53,5585,71,1335,435,1,benign_000279,1557484200000000410,1557484380000000410
ben__benign_000280.pt,0,5868,9607,1625,4168,75,7424,115,1536,524,8,benign_000280,1557485100000000415,1557485280000000415
ben__benign_000281.pt,0,4248,6884,1075,3101,72,5146,104,1248,386,0,benign_000281,1557486000000000420,1557486180000000420
ben__benign_000282.pt,0,4388,6432,1076,3254,58,4867,72,1096,394,3,benign_000282,1557486900000000425,1557487080000000425
ben__benign_000283.pt,0,3830,5750,960,2792,78,4239,87,1067,357,0,benign_000283,1557487800000000430,1557487980000000430
ben__benign_000284.pt,0,3946,5853,1005,2875,66,4268,79,1132,374,0,benign_000284,1557488700000000435,1557488880000000435
ben__benign_000285.pt,0,4117,6593,1142,2890,85,4678,125,1408,382,0,benign_000285,1557489600000000440,1557489780000000440
ben__benign_000286.pt,0,4476,6730,1068,3355,53,4857,74,1289,507,3,benign_000286,1557490500000000445,1557490680000000445
ben__benign_000287.pt,0,10215,17043,3557,6592,66,9462,102,5671,1805,3,benign_000287,1557491400000000450,1557491580000000450
ben__benign_000288.pt,0,8197,12739,2481,5645,71,9861,88,2157,629,4,benign_000288,1557492300000000455,1557492480000000455
ben__benign_000289.pt,0,15879,29319,3153,12612,114,24822,170,3695,619,13,benign_000289,1557493200000000460,1557493380000000460
ben__benign_000290.pt,0,10493,20674,1839,8529,125,17436,205,2506,520,7,benign_000290,1557494100000000465,1557494280000000465
ben__benign_000291.pt,0,4191,6538,1221,2907,63,4754,83,1382,313,6,benign_000291,1557495000000000470,1557495180000000470
ben__benign_000292.pt,0,23165,41062,8474,14517,174,27653,289,10652,2438,30,benign_000292,1557495900000000475,1557496080000000475
ben__benign_000293.pt,0,6808,10203,1399,5286,123,7964,168,1542,528,1,benign_000293,1557496800000000480,1557496980000000480
ben__benign_000294.pt,0,16846,32619,3909,12798,139,24107,220,6311,1972,9,benign_000294,1557497700000000485,1557497880000000485
ben__benign_000295.pt,0,19193,36608,3301,15776,116,30765,200,4790,851,2,benign_000295,1557498600000000490,1557498780000000490
ben__benign_000296.pt,0,8827,14634,1421,7271,135,12109,184,1825,513,3,benign_000296,1557499500000000495,1557499680000000495
ben__benign_000297.pt,0,10753,21953,1487,8673,593,18589,955,2112,292,5,benign_000297,1557500400000000500,1557500580000000500
ben__benign_000298.pt,0,6713,10714,1524,5134,55,8907,67,1438,296,6,benign_000298,1557501300000000505,1557501480000000505
ben__benign_000299.pt,0,13364,24711,1730,11562,72,21771,104,2658,178,0,benign_000299,1557502200000000510,1557502380000000510
ben__benign_000300.pt,0,8289,15005,4055,4056,178,7311,240,6566,866,22,benign_000300,1557503100000000515,1557503280000000515
ben__benign_000301.pt,0,8220,14895,1517,6557,146,11972,176,2256,491,0,benign_000301,1557504000000000520,1557504180000000520
ben__benign_000302.pt,0,3758,6567,529,3160,69,5659,79,645,184,0,benign_000302,1557504900000000525,1557505080000000525
ben__benign_000303.pt,0,4175,6947,935,1981,1259,3650,1784,1129,384,0,benign_000303,1557505620000000529,1557505800000000529
ben__benign_000304.pt,0,4372,7793,1126,3212,34,6447,57,1066,220,3,benign_000304,1557506520000000534,1557506700000000534
ben__benign_000305.pt,0,4195,7431,781,3327,87,6025,100,1026,280,0,benign_000305,1557507420000000539,1557507600000000539
ben__benign_000306.pt,0,3158,4868,730,2313,115,3606,132,860,270,0,benign_000306,1557508320000000544,1557508500000000544
ben__benign_000307.pt,0,3413,4682,1661,1701,51,2840,69,1488,282,3,benign_000307,1557509220000000549,1557509400000000549
ben__benign_000308.pt,0,3230,4675,969,2050,211,2896,269,1137,372,1,benign_000308,1557510120000000554,1557510300000000554
ben__benign_000309.pt,0,18448,22123,6723,11518,207,15822,258,4386,1654,3,benign_000309,1557511020000000559,1557511200000000559
ben__benign_000310.pt,0,15464,20132,3673,11334,457,12915,692,4234,2267,24,benign_000310,1557511920000000564,1557512100000000564
ben__benign_000311.pt,0,10626,14262,2285,7617,724,9194,1031,2635,1290,112,benign_000311,1557512820000000569,1557513000000000569
ben__benign_000312.pt,0,26759,46144,5294,20556,909,33480,1293,8466,2858,47,benign_000312,1557513720000000574,1557513900000000574
ben__benign_000313.pt,0,9605,15247,2576,6836,193,11407,248,2520,1056,16,benign_000313,1557514620000000579,1557514800000000579
ben__benign_000314.pt,0,6147,8307,1423,4459,265,5346,353,1760,826,22,benign_000314,1557515520000000584,1557515700000000584
ben__benign_000315.pt,0,10953,17344,4273,6423,257,8805,311,6689,1522,17,benign_000315,1557516420000000589,1557516600000000589
ben__benign_000316.pt,0,12302,17873,2619,9227,456,12787,685,3302,1070,29,benign_000316,1557517320000000594,1557517500000000594
ben__benign_000317.pt,0,16340,26326,4044,11356,940,17484,1287,5497,1935,123,benign_000317,1557518220000000599,1557518400000000599
ben__benign_000318.pt,0,21175,34772,5462,15347,366,24757,514,7214,2269,18,benign_000318,1557519120000000604,1557519300000000604
ben__benign_000319.pt,0,11189,18323,2683,8337,169,13742,216,3016,1345,4,benign_000319,1557520020000000609,1557520200000000609
ben__benign_000320.pt,0,11620,16921,2778,8428,414,11636,677,3632,971,5,benign_000320,1557520920000000614,1557521100000000614
ben__benign_000321.pt,0,13288,21824,2222,10062,1004,16655,1442,2706,1017,4,benign_000321,1557521820000000619,1557522000000000619
ben__benign_000322.pt,0,17475,28245,6308,10660,507,17125,742,7658,2646,74,benign_000322,1557522720000000624,1557522900000000624
ben__benign_000323.pt,0,14609,25130,3371,10773,465,18204,654,4443,1816,13,benign_000323,1557523620000000629,1557523800000000629
ben__benign_000324.pt,0,13371,19733,2824,9369,1178,13438,1728,3381,1173,13,benign_000324,1557524520000000634,1557524700000000634
ben__benign_000326.pt,0,24305,45148,5640,18350,315,33903,559,9187,1456,43,benign_000326,1557526320000000644,1557526500000000644
ben__benign_000327.pt,0,17478,26429,2081,15245,152,22369,210,2834,1009,7,benign_000327,1557527220000000649,1557527400000000649
ben__benign_000328.pt,0,13473,17579,2890,10401,182,12908,244,3058,1357,12,benign_000328,1557528120000000654,1557528300000000654
ben__benign_000329.pt,0,22143,35637,6221,15269,653,26107,886,6704,1899,41,benign_000329,1557529020000000659,1557529200000000659
ben__benign_000330.pt,0,11967,17491,2750,9032,185,13026,274,3095,1077,19,benign_000330,1557529920000000664,1557530100000000664
ben__benign_000331.pt,0,15802,25659,5616,9380,806,13936,1012,8903,1799,9,benign_000331,1557530820000000669,1557531000000000669
ben__benign_000332.pt,0,13398,19139,2939,9715,744,13483,1109,3277,1252,18,benign_000332,1557531720000000674,1557531900000000674
ben__benign_000333.pt,0,18790,31177,4611,13566,613,22863,939,6032,1318,25,benign_000333,1557532620000000679,1557532800000000679
ben__benign_000334.pt,0,2481,4048,662,1779,40,3022,59,830,137,0,benign_000334,1557533340000000683,1557533520000000683
ben__benign_000335.pt,0,2372,3822,905,1411,56,2393,82,1196,150,1,benign_000335,1557534240000000688,1557534420000000688
ben__benign_000336.pt,0,6510,12814,1772,4619,119,10149,152,2248,261,4,benign_000336,1557535140000000693,1557535320000000693
ben__benign_000337.pt,0,16949,34012,7151,9618,180,20488,241,12708,562,13,benign_000337,1557536040000000698,1557536220000000698
ben__benign_000338.pt,0,3194,5526,1439,1557,198,2683,259,2358,217,9,benign_000338,1557536940000000703,1557537120000000703
ben__benign_000339.pt,0,1859,3019,547,1271,41,2220,49,619,131,0,benign_000339,1557537840000000708,1557538020000000708
ben__benign_000340.pt,0,5527,9923,855,4632,40,8777,61,798,285,2,benign_000340,1557538740000000713,1557538920000000713
ben__benign_000341.pt,0,3671,6255,1391,2223,57,4163,81,1852,158,1,benign_000341,1557539640000000718,1557539820000000718
ben__benign_000342.pt,0,8418,13913,3084,5245,89,9017,122,4018,719,37,benign_000342,1557540540000000723,1557540720000000723
ben__benign_000343.pt,0,4779,7538,1255,3428,96,5470,132,1522,402,12,benign_000343,1557541440000000728,1557541620000000728
ben__benign_000344.pt,0,6743,9621,1941,4722,80,6804,107,1916,774,20,benign_000344,1557542340000000733,1557542520000000733
ben__benign_000345.pt,0,5699,8595,1453,4049,197,5725,230,2055,566,19,benign_000345,1557543240000000738,1557543420000000738
ben__benign_000346.pt,0,4988,7647,1255,3598,135,5346,169,1609,511,12,benign_000346,1557544140000000743,1557544320000000743
ben__benign_000347.pt,0,11201,19798,1539,9542,120,16920,192,2128,550,8,benign_000347,1557545040000000748,1557545220000000748
ben__benign_000348.pt,0,4785,7425,1215,3483,87,5411,121,1484,399,10,benign_000348,1557545940000000753,1557546120000000753
ben__benign_000349.pt,0,7333,12534,1399,5870,64,10136,89,1796,495,18,benign_000349,1557546840000000758,1557547020000000758
ben__benign_000350.pt,0,6220,9834,1627,4512,81,7155,122,2054,492,11,benign_000350,1557547740000000763,1557547920000000763
ben__benign_000351.pt,0,9558,15723,3289,6157,112,11765,169,3175,593,21,benign_000351,1557548640000000768,1557548820000000768
ben__benign_000352.pt,0,15148,26429,8331,6591,226,11732,289,13020,1353,35,benign_000352,1557549540000000773,1557549720000000773
ben__benign_000353.pt,0,5533,8174,1652,3828,53,5960,68,1664,466,16,benign_000353,1557550440000000778,1557550620000000778
ben__benign_000354.pt,0,7883,14091,1743,6007,133,11131,190,2205,555,10,benign_000354,1557551340000000783,1557551520000000783
ben__benign_000355.pt,0,4952,7386,1048,3796,108,5515,166,1208,473,24,benign_000355,1557552240000000788,1557552420000000788
ben__benign_000356.pt,0,6547,10034,2036,4415,96,7486,125,1921,494,8,benign_000356,1557553140000000793,1557553320000000793
ben__benign_000357.pt,0,5460,8597,1526,3808,126,5852,159,2087,483,16,benign_000357,1557554040000000798,1557554220000000798
ben__benign_000358.pt,0,8259,14394,1593,6607,59,12028,87,1817,452,10,benign_000358,1557554940000000803,1557555120000000803
ben__benign_000359.pt,0,4946,6716,1560,3339,47,4853,66,1380,414,3,benign_000359,1557555840000000808,1557556020000000808
ben__benign_000360.pt,0,7796,14120,1407,6204,185,11344,233,1811,728,4,benign_000360,1557556740000000813,1557556920000000813
ben__benign_000361.pt,0,4106,6304,1031,3007,68,4715,89,1159,338,3,benign_000361,1557557640000000818,1557557820000000818
ben__benign_000362.pt,0,12861,23676,5176,7593,92,14852,144,7353,1307,20,benign_000362,1557558540000000823,1557558720000000823
ben__benign_000363.pt,0,7560,13364,1218,6268,74,11356,113,1448,408,39,benign_000363,1557559440000000828,1557559620000000828
ben__benign_000364.pt,0,7319,13092,1231,5990,98,11173,119,1430,361,9,benign_000364,1557560160000000832,1557560340000000832
ben__benign_000365.pt,0,13292,25106,3390,9757,145,19704,202,4288,874,38,benign_000365,1557561060000000837,1557561240000000837
ben__benign_000366.pt,0,10785,19951,2081,8575,129,16214,152,2791,778,16,benign_000366,1557561960000000842,1557562140000000842
ben__benign_000367.pt,0,9504,19902,1407,8036,61,17555,85,1866,381,15,benign_000367,1557562860000000847,1557563040000000847
ben__benign_000368.pt,0,4653,6937,1121,3432,100,5185,127,1250,354,21,benign_000368,1557563760000000852,1557563940000000852
ben__benign_000369.pt,0,4778,7527,1416,3249,113,5145,130,1813,434,5,benign_000369,1557564660000000857,1557564840000000857
ben__benign_000370.pt,0,18619,39247,8325,10194,100,19798,157,13987,5276,29,benign_000370,1557565560000000862,1557565740000000862
ben__benign_000371.pt,0,5843,8856,1626,4101,116,6436,173,1760,470,17,benign_000371,1557566460000000867,1557566640000000867
ben__benign_000372.pt,0,4853,7169,1152,3609,92,5404,111,1226,405,23,benign_000372,1557567360000000872,1557567540000000872
ben__benign_000373.pt,0,5330,8094,1498,3699,133,5756,155,1618,541,24,benign_000373,1557568260000000877,1557568440000000877
ben__benign_000374.pt,0,7120,11774,2108,4880,132,8821,161,2246,517,29,benign_000374,1557569160000000882,1557569340000000882
ben__benign_000375.pt,0,7997,13885,1200,6713,84,11681,137,1507,526,34,benign_000375,1557570060000000887,1557570240000000887
ben__benign_000376.pt,0,4395,7302,1327,2902,166,4972,211,1794,321,4,benign_000376,1557570960000000892,1557571140000000892
ben__benign_000377.pt,0,4850,6994,1059,3728,63,5211,95,1184,502,2,benign_000377,1557571860000000897,1557572040000000897
ben__benign_000378.pt,0,16310,29315,8118,8066,126,15516,183,12245,1348,23,benign_000378,1557572760000000902,1557572940000000902
ben__benign_000379.pt,0,4993,7705,1477,3397,119,5360,135,1724,474,12,benign_000379,1557573660000000907,1557573840000000907
ben__benign_000380.pt,0,5361,8069,1523,3774,64,5734,95,1774,458,8,benign_000380,1557574560000000912,1557574740000000912
ben__benign_000381.pt,0,5589,8505,1264,4223,102,6179,146,1653,513,14,benign_000381,1557575460000000917,1557575640000000917
ben__benign_000382.pt,0,5186,8266,1460,3565,161,5491,183,1840,740,12,benign_000382,1557576360000000922,1557576540000000922
ben__benign_000383.pt,0,7348,13005,1183,6067,98,10968,134,1488,406,9,benign_000383,1557577260000000927,1557577440000000927
ben__benign_000384.pt,0,4996,7455,1297,3590,109,5298,129,1621,391,16,benign_000384,1557578160000000932,1557578340000000932
ben__benign_000385.pt,0,11558,20835,2357,8860,341,16836,459,2745,778,17,benign_000385,1557579060000000937,1557579240000000937
ben__benign_000386.pt,0,13508,23648,3008,9856,644,18556,905,3547,620,20,benign_000386,1557579960000000942,1557580140000000942
ben__benign_000387.pt,0,9358,15880,1407,7516,435,12844,617,1686,718,15,benign_000387,1557580860000000947,1557581040000000947
ben__benign_000388.pt,0,16929,27877,5324,10869,736,19797,972,5650,1426,32,benign_000388,1557581760000000952,1557581940000000952
ben__benign_000389.pt,0,11314,17683,1550,9624,140,14869,149,1881,777,7,benign_000389,1557582660000000957,1557582840000000957
ben__benign_000390.pt,0,13021,23150,3016,9764,241,17760,392,4180,794,24,benign_000390,1557583560000000962,1557583740000000962
ben__benign_000391.pt,0,9223,13957,2426,6612,185,10589,237,2545,567,19,benign_000391,1557584460000000967,1557584640000000967
ben__benign_000392.pt,0,6515,10307,1946,4430,139,7043,179,2557,509,19,benign_000392,1557585360000000972,1557585540000000972
ben__benign_000393.pt,0,10275,17236,2072,8109,94,13873,105,2504,711,43,benign_000393,1557586260000000977,1557586440000000977
ben__benign_000394.pt,0,6967,11231,1436,5439,92,8911,102,1728,478,12,benign_000394,1557586980000000981,1557587160000000981
ben__benign_000396.pt,0,9555,13555,1283,8196,76,11593,95,1401,449,17,benign_000396,1557588780000000991,1557588960000000991
ben__benign_000397.pt,0,8521,12850,3541,4822,158,8568,202,3525,530,25,benign_000397,1557589680000000996,1557589860000000996
ben__benign_000398.pt,0,8843,16405,3088,5668,87,8672,106,4895,2722,10,benign_000398,1557590580000001001,1557590760000001001
ben__benign_000399.pt,0,17546,21260,2065,15251,230,17770,311,2676,470,33,benign_000399,1557591480000001006,1557591660000001006
ben__benign_000400.pt,0,5853,8212,1487,4282,84,6131,107,1514,452,8,benign_000400,1557592380000001011,1557592560000001011
ben__benign_000401.pt,0,9428,16340,1890,7424,114,12734,156,2638,799,13,benign_000401,1557593280000001016,1557593460000001016
ben__benign_000402.pt,0,16180,33237,6988,8706,486,16320,658,12369,3848,42,benign_000402,1557594180000001021,1557594360000001021
ben__benign_000403.pt,0,19431,25844,2170,16155,1106,21410,1473,2370,578,13,benign_000403,1557595080000001026,1557595260000001026
ben__benign_000404.pt,0,9553,19166,4013,5344,196,8981,289,6473,3355,68,benign_000404,1557595980000001031,1557596160000001031
ben__benign_000405.pt,0,7695,11350,1883,5594,218,8649,285,1851,559,6,benign_000405,1557596880000001036,1557597060000001036
ben__benign_000406.pt,0,12756,23312,3366,9127,263,18142,405,3915,805,45,benign_000406,1557597780000001041,1557597960000001041
ben__benign_000407.pt,0,15170,18343,1492,13410,268,15819,351,1744,418,11,benign_000407,1557598680000001046,1557598860000001046
ben__benign_000408.pt,0,13570,25877,2349,10188,1033,20528,1510,3190,642,7,benign_000408,1557599580000001051,1557599760000001051
ben__benign_000409.pt,0,12639,22800,3400,9106,133,18305,163,3376,938,18,benign_000409,1557600480000001056,1557600660000001056
ben__benign_000410.pt,0,11126,22603,1597,9425,104,19528,166,2330,570,9,benign_000410,1557601380000001061,1557601560000001061
ben__benign_000411.pt,0,21912,31150,2881,18760,271,26360,384,3646,726,34,benign_000411,1557602280000001066,1557602460000001066
ben__benign_000412.pt,0,9039,14959,1625,7125,289,12088,404,2010,441,16,benign_000412,1557603180000001071,1557603360000001071
ben__benign_000413.pt,0,8791,14233,3655,5027,109,9638,169,3677,742,7,benign_000413,1557604080000001076,1557604260000001076
ben__benign_000414.pt,0,12299,22689,2669,9154,476,18069,623,3119,855,23,benign_000414,1557604980000001081,1557605160000001081
ben__benign_000415.pt,0,19558,26927,2041,17383,134,23526,168,2762,464,7,benign_000415,1557605880000001086,1557606060000001086
ben__benign_000416.pt,0,18575,32627,8005,10323,247,19435,387,11004,1765,36,benign_000416,1557606780000001091,1557606960000001091
ben__benign_000417.pt,0,8286,12168,1778,6357,151,9090,241,2194,626,17,benign_000417,1557607680000001096,1557607860000001096
ben__benign_000418.pt,0,9662,16393,1678,7877,107,13843,140,1804,604,2,benign_000418,1557608580000001101,1557608760000001101
ben__benign_000419.pt,0,28436,42020,4718,23562,156,32569,226,7921,1282,22,benign_000419,1557609480000001106,1557609660000001106
ben__benign_000420.pt,0,10922,18633,2362,8434,126,14515,169,3185,740,24,benign_000420,1557610380000001111,1557610560000001111
ben__benign_000421.pt,0,20145,37095,8172,11824,149,18891,187,12583,5406,28,benign_000421,1557611280000001116,1557611460000001116
ben__benign_000422.pt,0,10389,15789,1748,7369,1272,11218,1892,2031,646,2,benign_000422,1557612180000001121,1557612360000001121
ben__benign_000423.pt,0,22761,33332,3238,19393,130,28229,172,4082,828,21,benign_000423,1557613080000001126,1557613260000001126
ben__benign_000424.pt,0,6968,10960,2036,4804,128,7300,147,2515,980,18,benign_000424,1557613800000001130,1557613980000001130
ben__benign_000425.pt,0,11524,19983,2060,9300,164,16189,235,2985,556,18,benign_000425,1557614700000001135,1557614880000001135
ben__benign_000426.pt,0,27317,41054,5300,21826,191,30677,261,8366,1738,12,benign_000426,1557615600000001140,1557615780000001140
ben__benign_000427.pt,0,9565,15313,1645,7126,794,11416,1203,1965,722,7,benign_000427,1557616500000001145,1557616680000001145
ben__benign_000428.pt,0,10635,17812,1910,8517,208,14610,271,2390,531,10,benign_000428,1557617400000001150,1557617580000001150
ben__benign_000429.pt,0,11180,18192,3954,7057,169,11189,215,5568,1196,24,benign_000429,1557618300000001155,1557618480000001155
ben__benign_000430.pt,0,22704,28721,3386,19016,302,23567,403,3636,1072,43,benign_000430,1557619200000001160,1557619380000001160
ben__benign_000431.pt,0,9515,15205,1862,7432,221,11650,228,2661,649,17,benign_000431,1557620100000001165,1557620280000001165
ben__benign_000432.pt,0,5613,8619,1582,3897,134,6007,164,1938,492,18,benign_000432,1557621000000001170,1557621180000001170
ben__benign_000433.pt,0,6770,9656,1201,4942,627,6862,919,1317,549,9,benign_000433,1557621900000001175,1557622080000001175
ben__benign_000434.pt,0,26573,36106,4417,22037,119,30444,173,4183,1298,8,benign_000434,1557622800000001180,1557622980000001180
ben__benign_000435.pt,0,5650,7999,1156,4433,61,6052,75,1318,541,13,benign_000435,1557623700000001185,1557623880000001185
ben__benign_000436.pt,0,10875,19341,3843,6779,253,12468,397,5501,868,107,benign_000436,1557624600000001190,1557624780000001190
ben__benign_000437.pt,0,5319,8157,1472,3756,91,5766,115,1810,457,9,benign_000437,1557625500000001195,1557625680000001195
ben__benign_000438.pt,0,17698,19381,1913,15627,158,16347,215,2218,590,11,benign_000438,1557626400000001200,1557626580000001200
ben__benign_000439.pt,0,13468,23500,5526,7845,97,13292,145,7924,2116,23,benign_000439,1557627300000001205,1557627480000001205
ben__benign_000440.pt,0,5009,7474,1371,3566,72,5546,98,1366,453,11,benign_000440,1557628200000001210,1557628380000001210
ben__benign_000441.pt,0,14255,24721,3817,10258,180,18640,275,4598,1202,6,benign_000441,1557629100000001215,1557629280000001215
ben__benign_000442.pt,0,17005,18590,1384,15562,59,16137,71,1570,802,10,benign_000442,1557630000000001220,1557630180000001220
ben__benign_000443.pt,0,7127,11054,1620,5407,100,8366,127,1920,621,20,benign_000443,1557630900000001225,1557631080000001225
ben__benign_000444.pt,0,11940,21161,2177,9674,89,17995,119,2325,717,5,benign_000444,1557631800000001230,1557631980000001230
ben__benign_000445.pt,0,8062,13980,1534,6457,71,11073,89,2252,559,7,benign_000445,1557632700000001235,1557632880000001235
ben__benign_000446.pt,0,17259,20998,1986,15127,146,17836,175,2389,576,22,benign_000446,1557633600000001240,1557633780000001240
ben__benign_000447.pt,0,13123,23355,2057,10976,90,19805,124,2476,937,13,benign_000447,1557634500000001245,1557634680000001245
ben__benign_000448.pt,0,4157,6654,1203,2907,47,4591,62,1429,572,0,benign_000448,1557635400000001250,1557635580000001250
ben__benign_000449.pt,0,10772,20803,1609,9094,69,17531,91,2203,972,6,benign_000449,1557636300000001255,1557636480000001255
ben__benign_000450.pt,0,18477,22329,1964,16419,94,19390,120,2341,465,13,benign_000450,1557637200000001260,1557637380000001260
ben__benign_000451.pt,0,6664,12684,1066,5536,62,11053,65,1228,338,0,benign_000451,1557638100000001265,1557638280000001265
ben__benign_000452.pt,0,14308,24727,3352,10860,96,20300,136,3316,964,11,benign_000452,1557639000000001270,1557639180000001270
ben__benign_000453.pt,0,7363,13549,1308,5984,71,11307,100,1770,364,8,benign_000453,1557639900000001275,1557640080000001275
ben__benign_000454.pt,0,18081,23489,2034,15868,179,20089,216,2336,837,11,benign_000454,1557640800000001280,1557640980000001280
ben__benign_000455.pt,0,9968,16496,1742,8156,70,12932,88,2209,1259,8,benign_000455,1557641520000001284,1557641700000001284
ben__benign_000456.pt,0,6878,12818,1051,5767,60,11067,83,1227,431,10,benign_000456,1557642420000001289,1557642600000001289
ben__benign_000457.pt,0,4624,7495,1198,3340,86,5657,102,1365,353,18,benign_000457,1557643320000001294,1557643500000001294
ben__benign_000458.pt,0,8406,14873,1249,7066,91,12847,96,1586,330,14,benign_000458,1557644220000001299,1557644400000001299
ben__benign_000459.pt,0,5679,9075,1973,3623,83,5989,117,2545,415,9,benign_000459,1557645120000001304,1557645300000001304
ben__benign_000460.pt,0,5834,9399,1097,4675,62,7689,80,1209,412,9,benign_000460,1557646020000001309,1557646200000001309
ben__benign_000461.pt,0,5413,7735,2138,3182,93,5286,131,1938,374,6,benign_000461,1557646920000001314,1557647100000001314
ben__benign_000462.pt,0,5946,9971,2056,3816,74,6259,95,3121,474,22,benign_000462,1557647820000001319,1557648000000001319
ben__benign_000463.pt,0,5700,9031,1684,3722,294,5906,354,2331,424,16,benign_000463,1557648720000001324,1557648900000001324
ben__benign_000464.pt,0,8100,15312,1789,6160,151,12183,220,2490,407,12,benign_000464,1557649620000001329,1557649800000001329
ben__benign_000465.pt,0,8029,14672,1499,6438,92,11959,115,1958,624,16,benign_000465,1557650520000001334,1557650700000001334
ben__benign_000466.pt,0,4223,6786,1043,3132,48,5238,59,1149,329,11,benign_000466,1557651420000001339,1557651600000001339
ben__benign_000467.pt,0,10639,19243,1634,8800,205,16279,241,2211,495,17,benign_000467,1557652320000001344,1557652500000001344
